"EnsemblID","GeneName","Hsap","Anan","Capa","Caty","Ccap","Cjac","Csab","Ggor","Mfas","Mleu","Mmul","Mmur","Mnem","Nleu","Ogar","Ppyg","Panu","Pcoq","Ppan","Psim","Ptep","Ptro","Rbie","Rrox","Sbbo","Tgel","Tsyr","number.of.NAs"
"ENSG00000102243","VGLL1","ENST00000370634.8","ENSANAT00000041992.1","ENSCANT00000034815.1","ENSCATT00000035010.1","ENSCCAT00000024077.1","ENSCJAT00000007119.4","ENSCSAT00000005534.1","ENSGGOT00000006579.3","ENSMFAT00000030054.1","ENSMLET00000055391.1","ENSMMUT00000064077.2",NA,"ENSMNET00000047916.1","ENSNLET00000003580.2",NA,"ENSPPYT00000024221.1","ENSPANT00000004539.2",NA,"ENSPPAT00000048414.1",NA,"ENSPTET00000019675.1","ENSPTRT00000041629.4","ENSRBIT00000014940.1","ENSRROT00000015383.1","ENSSBOT00000029631.1","ENSTGET00000004786.1",NA,5
"ENSG00000102271","KLHL4","ENST00000373119.9","ENSANAT00000039146.1","ENSCANT00000039544.1","ENSCATT00000047549.1","ENSCCAT00000043984.1","ENSCJAT00000020534.4","ENSCSAT00000008528.1","ENSGGOT00000002321.3","ENSMFAT00000018724.1","ENSMLET00000001050.1","ENSMMUT00000027223.4","ENSMICT00000063416.1","ENSMNET00000021516.1","ENSNLET00000032629.2",NA,"ENSPPYT00000023941.1","ENSPANT00000015494.2","ENSPCOT00000012303.1","ENSPPAT00000064572.1","ENSPSMT00000007803.1","ENSPTET00000016828.1","ENSPTRT00000041114.6",NA,"ENSRROT00000045529.1","ENSSBOT00000028592.1","ENSTGET00000038446.1","ENSTSYT00000003856.2",2
"ENSG00000102302","FGD1","ENST00000375135.4","ENSANAT00000029094.1","ENSCANT00000025770.1","ENSCATT00000050111.1","ENSCCAT00000044658.1","ENSCJAT00000000446.3","ENSCSAT00000010426.1","ENSGGOT00000008031.3","ENSMFAT00000036824.1","ENSMLET00000035246.1","ENSMMUT00000062100.2","ENSMICT00000061481.1","ENSMNET00000069159.1","ENSNLET00000020669.2","ENSOGAT00000030857.1","ENSPPYT00000023778.2","ENSPANT00000003243.3","ENSPCOT00000023090.1","ENSPPAT00000062130.1","ENSPSMT00000000123.1",NA,"ENSPTRT00000040795.4","ENSRBIT00000043873.1","ENSRROT00000048985.1","ENSSBOT00000045716.1","ENSTGET00000041309.1","ENSTSYT00000043578.1",1
"ENSG00000102349","KLF8","ENST00000468660.6","ENSANAT00000027379.1","ENSCANT00000004585.1","ENSCATT00000038843.1","ENSCCAT00000032436.1","ENSCJAT00000052698.3",NA,"ENSGGOT00000051368.1","ENSMFAT00000014419.1","ENSMLET00000035180.1",NA,"ENSMICT00000001145.3","ENSMNET00000040424.1","ENSNLET00000020832.2","ENSOGAT00000000347.2",NA,"ENSPANT00000040024.1","ENSPCOT00000026322.1","ENSPPAT00000064122.1","ENSPSMT00000028390.1",NA,"ENSPTRT00000082622.1","ENSRBIT00000046001.1","ENSRROT00000029852.1","ENSSBOT00000028162.1","ENSTGET00000040751.1","ENSTSYT00000011480.2",4
"ENSG00000102383","ZDHHC15","ENST00000373367.8","ENSANAT00000029711.1","ENSCANT00000000269.1","ENSCATT00000046643.1","ENSCCAT00000047076.1","ENSCJAT00000033225.4","ENSCSAT00000008927.1","ENSGGOT00000058841.1","ENSMFAT00000015554.1","ENSMLET00000043209.1","ENSMMUT00000090296.1","ENSMICT00000068199.1","ENSMNET00000057981.1","ENSNLET00000001381.2","ENSOGAT00000016924.2","ENSPPYT00000023895.2","ENSPANT00000010989.2","ENSPCOT00000018762.1","ENSPPAT00000019486.1","ENSPSMT00000001486.1","ENSPTET00000023631.1","ENSPTRT00000101796.1",NA,NA,"ENSSBOT00000022196.1","ENSTGET00000002773.1","ENSTSYT00000035997.1",2
"ENSG00000102387","TAF7L","ENST00000372907.7",NA,"ENSCANT00000055937.1","ENSCATT00000051884.1",NA,NA,"ENSCSAT00000007967.1","ENSGGOT00000004488.3","ENSMFAT00000013882.1","ENSMLET00000048580.1","ENSMMUT00000030373.4",NA,"ENSMNET00000032234.1","ENSNLET00000009600.2",NA,"ENSPPYT00000023973.1","ENSPANT00000008544.2",NA,"ENSPPAT00000035947.1",NA,"ENSPTET00000022047.1","ENSPTRT00000087501.1","ENSRBIT00000039735.1","ENSRROT00000046179.1","ENSSBOT00000031013.1","ENSTGET00000017258.1",NA,8
"ENSG00000102554","KLF5","ENST00000377687.6","ENSANAT00000043255.1","ENSCANT00000055145.1","ENSCATT00000037904.1","ENSCCAT00000051182.1","ENSCJAT00000041590.4","lcl|XM_007960572.1_cds_XP_007958763.1_1 ","ENSGGOT00000033996.2","ENSMFAT00000022673.1","ENSMLET00000036733.1","lcl|XM_015121182.2_cds_XP_014976668.1_1 ","ENSMICT00000070088.1","ENSMNET00000033199.1","ENSNLET00000034158.1","ENSOGAT00000002734.2","ENSPPYT00000006412.2","ENSPANT00000004357.2","ENSPCOT00000020363.1","ENSPPAT00000036965.1","ENSPSMT00000012157.1","ENSPTET00000020060.1","ENSPTRT00000099060.1","ENSRBIT00000030457.1","ENSRROT00000060533.1","ENSSBOT00000052082.1","ENSTGET00000009932.1","ENSTSYT00000036554.1",0
"ENSG00000102710","SUPT20H","ENST00000350612.11","ENSANAT00000053204.1","ENSCANT00000017898.1","ENSCATT00000054983.1","ENSCCAT00000020851.1","ENSCJAT00000052642.3","ENSCSAT00000015960.1","ENSGGOT00000011977.3","ENSMFAT00000068150.1","ENSMLET00000035352.1","ENSMMUT00000005088.4","ENSMICT00000029886.2","ENSMNET00000039463.1","ENSNLET00000002567.3","ENSOGAT00000002749.2","ENSPPYT00000006262.2","ENSPANT00000028122.2","ENSPCOT00000042449.1","ENSPPAT00000037515.1","ENSPSMT00000036110.1","ENSPTET00000033730.1","ENSPTRT00000010652.4","ENSRBIT00000010669.1","ENSRROT00000060151.1","ENSSBOT00000048688.1","ENSTGET00000036494.1","ENSTSYT00000013227.2",0
"ENSG00000102760","RGCC","ENST00000379359.4","ENSANAT00000033857.1",NA,"ENSCATT00000070437.1","ENSCCAT00000046767.1","ENSCJAT00000034463.4","ENSCSAT00000015925.1","ENSGGOT00000030201.2","ENSMFAT00000030832.1",NA,"ENSMMUT00000102570.1","ENSMICT00000036351.2","ENSMNET00000051181.1","ENSNLET00000001606.3","ENSOGAT00000014072.2",NA,"ENSPANT00000054405.1","ENSPCOT00000027129.1","ENSPPAT00000045453.1","ENSPSMT00000005038.1",NA,"ENSPTRT00000010700.6","ENSRBIT00000039649.1","ENSRROT00000034655.1",NA,"ENSTGET00000001451.1",NA,6
"ENSG00000102804","TSC22D1","ENST00000458659.3","ENSANAT00000021678.1","ENSCANT00000054244.1","ENSCATT00000017226.1","ENSCCAT00000034002.1","ENSCJAT00000072303.2","ENSCSAT00000015875.1","ENSGGOT00000012901.4","ENSMFAT00000008005.1","ENSMLET00000042733.1","ENSMMUT00000062014.2","ENSMICT00000041736.2","ENSMNET00000000317.1","ENSNLET00000002536.2","ENSOGAT00000024747.1","ENSPPYT00000006308.2","ENSPANT00000039389.1","ENSPCOT00000018515.1","ENSPPAT00000056678.1","ENSPSMT00000015383.1","ENSPTET00000038302.1","ENSPTRT00000010731.4","ENSRBIT00000044372.1","ENSRROT00000003724.1","ENSSBOT00000025771.1","ENSTGET00000002569.1","ENSTSYT00000038523.1",0
"ENSG00000102870","ZNF629","ENST00000262525.6","ENSANAT00000029021.1","ENSCANT00000038980.1","ENSCATT00000070330.1","ENSCCAT00000026450.1","ENSCJAT00000074141.2","ENSCSAT00000003861.1","ENSGGOT00000016798.3","ENSMFAT00000025603.1","ENSMLET00000046076.1","ENSMMUT00000110300.1","ENSMICT00000068900.1","ENSMNET00000067398.1","ENSNLET00000020434.3","ENSOGAT00000025013.1","ENSPPYT00000008574.2","ENSPANT00000020982.2","ENSPCOT00000019778.1","ENSPPAT00000028742.1","ENSPSMT00000012447.1","ENSPTET00000008063.1","ENSPTRT00000014791.4","ENSRBIT00000052258.1","ENSRROT00000070326.1","ENSSBOT00000047402.1","ENSTGET00000016654.1","ENSTSYT00000030916.1",0
"ENSG00000102878","HSF4","ENST00000521374.6","ENSANAT00000027878.1",NA,"ENSCATT00000064345.1","ENSCCAT00000020412.1","ENSCJAT00000032067.4","ENSCSAT00000001775.1","ENSGGOT00000011947.3","ENSMFAT00000069052.1","ENSMLET00000040141.1","ENSMMUT00000098122.1","ENSMICT00000007714.3","ENSMNET00000053514.1","ENSNLET00000005522.2","ENSOGAT00000001392.2","ENSPPYT00000008750.1","ENSPANT00000026672.2",NA,"ENSPPAT00000050316.1","ENSPSMT00000015246.1","ENSPTET00000024990.1","ENSPTRT00000084375.1","ENSRBIT00000017486.1","ENSRROT00000062711.1","ENSSBOT00000049398.1","ENSTGET00000007382.1","ENSTSYT00000044827.1",2
"ENSG00000102879","CORO1A","ENST00000219150.10","ENSANAT00000060184.1","ENSCANT00000035358.1","ENSCATT00000053227.1","ENSCCAT00000025951.1","ENSCJAT00000013177.3","ENSCSAT00000004235.1","ENSGGOT00000012760.3","ENSMFAT00000065727.1","ENSMLET00000063335.1","ENSMMUT00000076239.2","ENSMICT00000049323.2","ENSMNET00000047980.1","ENSNLET00000059992.1","ENSOGAT00000002946.2","ENSPPYT00000008520.2","ENSPANT00000018569.2","ENSPCOT00000034309.1","ENSPPAT00000039980.1","ENSPSMT00000034739.1","ENSPTET00000032953.1","ENSPTRT00000014741.4","ENSRBIT00000019347.1","ENSRROT00000061545.1","ENSSBOT00000045973.1","ENSTGET00000021495.1","ENSTSYT00000031780.1",0
"ENSG00000102901","CENPT","ENST00000562787.6","ENSANAT00000048858.1","ENSCANT00000007428.1","ENSCATT00000038749.1","ENSCCAT00000044625.1","ENSCJAT00000057537.3","ENSCSAT00000001978.1","ENSGGOT00000001469.3","ENSMFAT00000020541.1","ENSMLET00000005692.1","ENSMMUT00000055553.2",NA,"ENSMNET00000052891.1","ENSNLET00000006272.2",NA,"ENSPPYT00000008781.2","ENSPANT00000026534.2",NA,"ENSPPAT00000046196.1",NA,"ENSPTET00000020639.1","ENSPTRT00000015199.4","ENSRBIT00000059420.1","ENSRROT00000061458.1","ENSSBOT00000035117.1","ENSTGET00000010038.1",NA,5
"ENSG00000102908","NFAT5","ENST00000349945.7","ENSANAT00000040562.1",NA,"ENSCATT00000058376.1","ENSCCAT00000034103.1","ENSCJAT00000029826.3","ENSCSAT00000002183.1","ENSGGOT00000030384.2","ENSMFAT00000006598.1","ENSMLET00000027901.1","ENSMMUT00000025652.4","ENSMICT00000051566.2","ENSMNET00000060282.1","ENSNLET00000007047.2","ENSOGAT00000010491.2","ENSPPYT00000008822.2","ENSPANT00000017169.3","ENSPCOT00000042931.1","ENSPPAT00000062664.1","ENSPSMT00000021482.1","ENSPTET00000012503.1","ENSPTRT00000103342.1","ENSRBIT00000042008.1","ENSRROT00000062366.1","ENSSBOT00000020210.1","ENSTGET00000014455.1","ENSTSYT00000033181.1",1
"ENSG00000102935","ZNF423","ENST00000262383.6","ENSANAT00000035042.1","ENSCANT00000036733.1","ENSCATT00000046251.1","ENSCCAT00000010704.1","ENSCJAT00000081606.2","ENSCSAT00000003438.1","ENSGGOT00000016698.3","ENSMFAT00000001452.1","ENSMLET00000058137.1","ENSMMUT00000058924.2","ENSMICT00000063984.1","ENSMNET00000007812.1","ENSNLET00000000895.2","ENSOGAT00000027003.1","ENSPPYT00000034017.1","ENSPANT00000054129.1","ENSPCOT00000015105.1","ENSPPAT00000055116.1","ENSPSMT00000034989.1","ENSPTET00000024300.1","ENSPTRT00000014932.4","ENSRBIT00000056978.1","ENSRROT00000038325.1","ENSSBOT00000042206.1","ENSTGET00000029255.1","ENSTSYT00000030947.1",0
"ENSG00000102974","CTCF","ENST00000264010.10","ENSANAT00000036890.1","ENSCANT00000017891.1","ENSCATT00000064654.1","ENSCCAT00000002462.1","ENSCJAT00000031398.4","ENSCSAT00000001940.1","ENSGGOT00000001071.3","ENSMFAT00000021496.1","ENSMLET00000057616.1","ENSMMUT00000013687.4","ENSMICT00000046409.2","ENSMNET00000050247.1",NA,"ENSOGAT00000011908.2","ENSPPYT00000008772.2","ENSPANT00000025497.3","ENSPCOT00000037998.1","ENSPPAT00000064723.1","ENSPSMT00000016137.1","ENSPTET00000022058.1","ENSPTRT00000015185.7","ENSRBIT00000045429.1","ENSRROT00000053736.1","ENSSBOT00000046138.1","ENSTGET00000008910.1","ENSTSYT00000007666.2",1
"ENSG00000102978","POLR2C","ENST00000219252.10","ENSANAT00000005634.1","ENSCANT00000045861.1","ENSCATT00000060211.1","ENSCCAT00000053499.1","ENSCJAT00000023359.3","ENSCSAT00000002923.1","ENSGGOT00000025676.2","ENSMFAT00000050493.1","ENSMLET00000039904.1","ENSMMUT00000100722.1","ENSMICT00000068009.1","ENSMNET00000043638.1",NA,"ENSOGAT00000016869.2","ENSPPYT00000008690.2","ENSPANT00000026782.2","ENSPCOT00000022114.1","ENSPPAT00000063269.1","ENSPSMT00000027697.1","ENSPTET00000034182.1","ENSPTRT00000015039.4","ENSRBIT00000029426.1","ENSRROT00000070254.1","ENSSBOT00000044033.1","ENSTGET00000000623.1","ENSTSYT00000011065.2",1
"ENSG00000102984","ZNF821","ENST00000425432.6","ENSANAT00000027792.1","ENSCANT00000035713.1","ENSCATT00000062872.1","ENSCCAT00000043548.1","ENSCJAT00000081947.2","ENSCSAT00000002295.1","ENSGGOT00000059251.1","ENSMFAT00000063766.1","ENSMLET00000055942.1","ENSMMUT00000039246.3","ENSMICT00000050464.2","ENSMNET00000037541.1","ENSNLET00000047740.1","ENSOGAT00000007251.2","ENSPPYT00000008842.2","ENSPANT00000008464.2","ENSPCOT00000030778.1","ENSPPAT00000031358.1","ENSPSMT00000010765.1","ENSPTET00000009446.1","ENSPTRT00000044214.5","ENSRBIT00000056707.1","ENSRROT00000015959.1","ENSSBOT00000057575.1","ENSTGET00000016258.1","ENSTSYT00000045614.1",0
"ENSG00000103168","TAF1C","ENST00000341690.10",NA,"ENSCANT00000051794.1","ENSCATT00000036485.1",NA,NA,"ENSCSAT00000001348.1","ENSGGOT00000047795.1","ENSMFAT00000007746.1","ENSMLET00000043294.1","ENSMMUT00000093639.1",NA,"ENSMNET00000045164.1",NA,NA,"ENSPPYT00000033430.1","ENSPANT00000007058.2",NA,"ENSPPAT00000055661.1",NA,"ENSPTET00000014039.1","ENSPTRT00000098114.1","ENSRBIT00000016660.1","ENSRROT00000048986.1",NA,"ENSTGET00000026710.1",NA,10
"ENSG00000103199","ZNF500","ENST00000219478.11","ENSANAT00000052897.1","ENSCANT00000044961.1","ENSCATT00000021327.1","ENSCCAT00000042202.1","ENSCJAT00000074381.2","ENSCSAT00000007049.1","lcl|XM_019011437.2_cds_XP_018866982.2_1 ","ENSMFAT00000069961.1","ENSMLET00000060081.1","ENSMMUT00000071525.2",NA,NA,"ENSNLET00000058128.1",NA,"ENSPPYT00000008325.1","ENSPANT00000019924.2",NA,"ENSPPAT00000046709.1",NA,"lcl|XM_023225862.2_cds_XP_023081630.1_1 ","ENSPTRT00000100346.1","ENSRBIT00000041473.1","ENSRROT00000035839.1","ENSSBOT00000024321.1","ENSTGET00000035189.1",NA,6
"ENSG00000103241","FOXF1","ENST00000262426.6","ENSANAT00000050038.1","ENSCANT00000062738.1","ENSCATT00000041828.1","ENSCCAT00000029747.1","ENSCJAT00000071125.2","ENSCSAT00000001171.1",NA,"ENSMFAT00000016607.1",NA,"ENSMMUT00000103533.1","ENSMICT00000041886.2","ENSMNET00000043840.1",NA,"ENSOGAT00000011911.2","ENSPPYT00000008948.2","ENSPANT00000028047.2","ENSPCOT00000019563.1","ENSPPAT00000047603.1","ENSPSMT00000013061.1","ENSPTET00000020292.1","ENSPTRT00000015549.3","ENSRBIT00000066624.1","ENSRROT00000027793.1","ENSSBOT00000025439.1","ENSTGET00000028520.1",NA,4
"ENSG00000103245","CIAO3","ENST00000251588.7","ENSANAT00000044652.1","ENSCANT00000060389.1","ENSCATT00000066400.1","ENSCCAT00000038245.1","ENSCJAT00000023638.3","ENSCSAT00000010239.1","ENSGGOT00000014004.3","ENSMFAT00000014951.1","ENSMLET00000064398.1","ENSMMUT00000009052.4","ENSMICT00000027139.2","ENSMNET00000043506.1","ENSNLET00000010626.3","ENSOGAT00000003788.2","ENSPPYT00000008175.1","ENSPANT00000021386.2","ENSPCOT00000042281.1","ENSPPAT00000065585.1","ENSPSMT00000036889.1","ENSPTET00000003786.1","ENSPTRT00000013944.3","ENSRBIT00000067310.1","ENSRROT00000060831.1","ENSSBOT00000046961.1","ENSTGET00000009462.1","ENSTSYT00000040320.1",0
"ENSG00000103275","UBE2I","ENST00000397514.8","ENSANAT00000020618.1",NA,"ENSCATT00000054092.1","ENSCCAT00000010909.1","ENSCJAT00000074316.2","ENSCSAT00000009864.1","ENSGGOT00000056771.1","ENSMFAT00000034055.1","ENSMLET00000049972.1","ENSMMUT00000101978.1","ENSMICT00000052423.2","ENSMNET00000061619.1","ENSNLET00000043193.1",NA,"ENSPPYT00000008191.2",NA,"ENSPCOT00000030609.1","ENSPPAT00000013071.1","ENSPSMT00000041654.1",NA,"ENSPTRT00000089007.1","ENSRBIT00000014629.1","ENSRROT00000066221.1","ENSSBOT00000039965.1","ENSTGET00000007970.1","ENSTSYT00000045002.1",4
"ENSG00000103313","MEFV","ENST00000219596.6",NA,"ENSCANT00000058752.1","ENSCATT00000037646.1",NA,NA,NA,"ENSGGOT00000015859.3","ENSMFAT00000015727.1","ENSMLET00000037168.1","ENSMMUT00000025249.4",NA,"ENSMNET00000052610.1","ENSNLET00000012307.2",NA,"ENSPPYT00000008289.2","ENSPANT00000050643.1",NA,"ENSPPAT00000033963.1",NA,"ENSPTET00000016755.1","ENSPTRT00000014175.4","ENSRBIT00000060244.1","ENSRROT00000008550.1",NA,NA,NA,11
"ENSG00000103326","CAPN15","ENST00000219611.7","ENSANAT00000023788.1","ENSCANT00000003562.1","ENSCATT00000000265.1","ENSCCAT00000057927.1",NA,"ENSCSAT00000010855.1","ENSGGOT00000007899.3","ENSMFAT00000024217.1","ENSMLET00000034082.1","ENSMMUT00000000890.4","ENSMICT00000026975.2","ENSMNET00000032706.1",NA,"ENSOGAT00000006241.2","ENSPPYT00000008153.2","ENSPANT00000012636.2","ENSPCOT00000042174.1","ENSPPAT00000049289.1",NA,NA,"ENSPTRT00000077047.1",NA,"ENSRROT00000063448.1","ENSSBOT00000049490.1","ENSTGET00000011477.1","ENSTSYT00000035858.1",5
"ENSG00000103343","ZNF174","ENST00000268655.5","ENSANAT00000038181.1","ENSCANT00000058310.1","ENSCATT00000013070.1","ENSCCAT00000023908.1","ENSCJAT00000038509.3","ENSCSAT00000008115.1","ENSGGOT00000016496.3","ENSMFAT00000059915.1","ENSMLET00000061018.1","ENSMMUT00000010585.4","ENSMICT00000014551.3","ENSMNET00000057387.1","ENSNLET00000049004.1","ENSOGAT00000025859.1","ENSPPYT00000008298.2","ENSPANT00000023513.2","ENSPCOT00000035789.1","ENSPPAT00000040515.1","ENSPSMT00000028638.1","ENSPTET00000015489.1","ENSPTRT00000014187.5","ENSRBIT00000043417.1","ENSRROT00000054356.1","ENSSBOT00000035870.1","ENSTGET00000037628.1","ENSTSYT00000034111.1",0
"ENSG00000103363","ELOB","ENST00000409906.9",NA,"ENSCANT00000025131.1",NA,"ENSCCAT00000009328.1","ENSCJAT00000096508.1","ENSCSAT00000019314.1","ENSGGOT00000029309.2","ENSMFAT00000058779.1",NA,"ENSMMUT00000055704.2","ENSMICT00000032354.2",NA,"ENSNLET00000040668.1",NA,NA,NA,"ENSPCOT00000034418.1","lcl|XM_034941047.1_cds_XP_034796938.1_1 ","ENSPSMT00000027973.1","ENSPTET00000044982.1",NA,"ENSRBIT00000034915.1","ENSRROT00000029667.1",NA,"ENSTGET00000038746.1",NA,10
"ENSG00000103423","DNAJA3","ENST00000262375.11","ENSANAT00000054888.1","ENSCANT00000050463.1","ENSCATT00000052337.1","ENSCCAT00000035520.1","ENSCJAT00000038926.3",NA,"ENSGGOT00000009970.3","ENSMFAT00000004985.1",NA,"ENSMMUT00000011363.4","ENSMICT00000060832.1","ENSMNET00000043424.1","ENSNLET00000012556.3","ENSOGAT00000015236.2","ENSPPYT00000008314.2","ENSPANT00000018325.3",NA,"ENSPPAT00000005724.1","ENSPSMT00000008692.1","ENSPTET00000011757.1","ENSPTRT00000100177.1","ENSRBIT00000045953.1","ENSRROT00000048016.1","ENSSBOT00000007206.1","ENSTGET00000036371.1","ENSTSYT00000007865.2",3
"ENSG00000103449","SALL1","ENST00000251020.9","ENSANAT00000036695.1","ENSCANT00000049504.1","ENSCATT00000005537.1","ENSCCAT00000002078.1","ENSCJAT00000003296.3","ENSCSAT00000003350.1","ENSGGOT00000000667.3","ENSMFAT00000007852.1","ENSMLET00000047997.1","ENSMMUT00000024181.4","ENSMICT00000043106.2","ENSMNET00000046429.1","ENSNLET00000001248.2","ENSOGAT00000026461.1","ENSPPYT00000008635.2","ENSPANT00000000733.2","ENSPCOT00000041839.1","ENSPPAT00000047856.1",NA,"lcl|XM_023209834.1_cds_XP_023065602.1_1 ","ENSPTRT00000096651.1","ENSRBIT00000017178.1","ENSRROT00000048123.1","ENSSBOT00000048889.1","lcl|XM_025370771.1_cds_XP_025226556.1_1 ","ENSTSYT00000044079.1",1
"ENSG00000103460","TOX3","ENST00000219746.14","ENSANAT00000050012.1","ENSCANT00000053887.1","ENSCATT00000008877.1","ENSCCAT00000030766.1","ENSCJAT00000003267.4","ENSCSAT00000003348.1","ENSGGOT00000009155.3","ENSMFAT00000070417.1","ENSMLET00000010455.1","ENSMMUT00000058414.2","ENSMICT00000065700.1","ENSMNET00000038503.1",NA,"ENSOGAT00000009533.2","ENSPPYT00000008636.2","ENSPANT00000000734.2","ENSPCOT00000007318.1","ENSPPAT00000061728.1","ENSPSMT00000027805.1","ENSPTET00000026800.1","ENSPTRT00000064212.3","ENSRBIT00000064601.1","ENSRROT00000015045.1","ENSSBOT00000047206.1","ENSTGET00000030578.1","ENSTSYT00000049177.1",1
"ENSG00000103479","RBL2","ENST00000262133.11","ENSANAT00000052702.1","ENSCANT00000035757.1","ENSCATT00000011525.1","ENSCCAT00000053186.1","ENSCJAT00000002959.3","ENSCSAT00000003333.1","ENSGGOT00000067441.1","ENSMFAT00000018010.1","ENSMLET00000052070.1","ENSMMUT00000072984.2","ENSMICT00000031435.2","ENSMNET00000043572.1","ENSNLET00000001365.2","ENSOGAT00000014497.2","ENSPPYT00000008640.2","ENSPANT00000028712.2","ENSPCOT00000026884.1","ENSPPAT00000051019.1","ENSPSMT00000010380.1","ENSPTET00000027879.1","ENSPTRT00000104351.1","ENSRBIT00000013627.1","ENSRROT00000068190.1","ENSSBOT00000055986.1","ENSTGET00000032032.1","ENSTSYT00000045793.1",0
"ENSG00000103495","MAZ","ENST00000322945.11","ENSANAT00000055519.1",NA,"ENSCATT00000042569.1","ENSCCAT00000057230.1","ENSCJAT00000066659.2",NA,NA,NA,NA,"ENSMMUT00000039409.3","ENSMICT00000040546.2","ENSMNET00000052171.1","ENSNLET00000009631.3","ENSOGAT00000028401.1",NA,NA,"ENSPCOT00000031428.1",NA,"ENSPSMT00000010834.1","ENSPTET00000042101.1","ENSPTRT00000072246.2",NA,NA,NA,"ENSTGET00000019211.1",NA,12
"ENSG00000103510","KAT8","ENST00000219797.9","ENSANAT00000030307.1",NA,"ENSCATT00000065482.1","ENSCCAT00000035257.1","ENSCJAT00000006001.3","ENSCSAT00000003768.1","ENSGGOT00000025842.2","ENSMFAT00000065037.1","ENSMLET00000030584.1","ENSMMUT00000061612.2","ENSMICT00000033278.2","ENSMNET00000066753.1","ENSNLET00000020616.3","ENSOGAT00000014457.2","ENSPPYT00000008595.2","ENSPANT00000000091.2","ENSPCOT00000039544.1","ENSPPAT00000017294.1","ENSPSMT00000013151.1","ENSPTET00000038927.1","ENSPTRT00000014819.5","ENSRBIT00000046845.1","ENSRROT00000054057.1","ENSSBOT00000037423.1","ENSTGET00000015313.1","ENSTSYT00000039546.1",1
"ENSG00000103671","TRIP4","ENST00000261884.8","ENSANAT00000037547.1","ENSCANT00000043322.1","ENSCATT00000060986.1","ENSCCAT00000034806.1","ENSCJAT00000055906.2","ENSCSAT00000010594.1","ENSGGOT00000033107.2","ENSMFAT00000026698.1","ENSMLET00000031005.1","ENSMMUT00000110169.1","ENSMICT00000008685.3","ENSMNET00000043705.1","ENSNLET00000015903.2","ENSOGAT00000012430.2","ENSPPYT00000007735.2","ENSPANT00000002122.2",NA,"ENSPPAT00000019678.1","ENSPSMT00000001709.1","ENSPTET00000047803.1","ENSPTRT00000013213.4","ENSRBIT00000052230.1","ENSRROT00000036560.1","ENSSBOT00000023859.1","ENSTGET00000033319.1","ENSTSYT00000007186.2",1
"ENSG00000103994","ZNF106","ENST00000564754.6","ENSANAT00000051654.1","ENSCANT00000028076.1","ENSCATT00000043029.1","ENSCCAT00000036098.1","ENSCJAT00000082834.2","ENSCSAT00000006871.1","ENSGGOT00000007819.3","ENSMFAT00000067340.1","ENSMLET00000056264.1","ENSMMUT00000002187.4","ENSMICT00000000809.3","ENSMNET00000062888.1","ENSNLET00000005674.2",NA,"lcl|XM_024232495.1_cds_XP_024088263.1_1 ","ENSPANT00000010456.2","ENSPCOT00000028970.1","ENSPPAT00000027335.1","ENSPSMT00000011433.1","ENSPTET00000022911.1","ENSPTRT00000109640.1","ENSRBIT00000046362.1","ENSRROT00000042975.1","ENSSBOT00000046603.1","ENSTGET00000006749.1","ENSTSYT00000026768.1",1
"ENSG00000104064","GABPB1","ENST00000220429.12","ENSANAT00000032473.1","ENSCANT00000042393.1","ENSCATT00000018162.1","ENSCCAT00000022674.1","ENSCJAT00000067512.2","ENSCSAT00000009045.1","ENSGGOT00000024875.2","ENSMFAT00000030524.1","ENSMLET00000036575.1","ENSMMUT00000098534.1","ENSMICT00000036576.2","ENSMNET00000038640.1","ENSNLET00000007947.2","ENSOGAT00000004642.2","ENSPPYT00000007633.1","ENSPANT00000026308.2",NA,"ENSPPAT00000028650.1","ENSPSMT00000031035.1","ENSPTET00000011099.1","ENSPTRT00000013041.5","ENSRBIT00000046819.1","ENSRROT00000021012.1","ENSSBOT00000029690.1","ENSTGET00000018911.1","ENSTSYT00000040562.1",1
"ENSG00000104177","MYEF2","ENST00000324324.12","ENSANAT00000056315.1","ENSCANT00000025798.1","ENSCATT00000056706.1","ENSCCAT00000049492.1","ENSCJAT00000003619.3","ENSCSAT00000008451.1","ENSGGOT00000054520.1","ENSMFAT00000014794.1","ENSMLET00000052653.1","ENSMMUT00000026478.4","ENSMICT00000037731.2","ENSMNET00000032982.1","ENSNLET00000043456.1","ENSOGAT00000010914.2","ENSPPYT00000007612.2","ENSPANT00000034251.1","ENSPCOT00000035395.1","ENSPPAT00000060613.1","ENSPSMT00000035413.1","ENSPTET00000004738.1","ENSPTRT00000084042.1","ENSRBIT00000051245.1","ENSRROT00000063573.1","ENSSBOT00000043348.1","ENSTGET00000016062.1","ENSTSYT00000029246.1",0
